公司代碼,簡稱,年月日,融資餘額(張),融資餘額(千元),融資買進(張),融資買進(千元),融資賣出(張),融資賣出(千元),融資現金償還(張),融資現金償還(千元),融資增減(張),融資增減(千元),融資增減比率,融資使用率,融資限額,融券餘額(張),融券餘額(千元),融券買進(張),融券買進(千元),融券賣出(張),融券賣出(千元),融券現券償還(張),融券現券償還(千元),融券增減(張),融券增減(千元),融券增減比率,融券使用率,融券限額,是否可信用交易(Y),券資比,資券互抵,當日收盤,融資(買+賣)/成交量 %,融券(買+賣)/成交量 %,借券賣出餘額(張),借券賣出餘額(千元),借券賣出(張),借券賣出(千元),借券賣出庫存異動(張),借券賣出庫存異動(千元),借券賣出可使用額度,借券賣出限額,借券賣出(千元)_交易所,融券賣出(千元)_交易所,均價,每股融資成本,每股融券成本,融資維持率,融券維持率,整戶維持率
Y9999  ,加權指數     ,2012/08/13,    11014021,   178183138.00,      323718,     7563531.00,      315749,     7203171.00,       13310,      188023.00,       -5340,      172130.00,       -0.05,      ,             ,      506044,    28403959.23,       28222,     1417124.63,       34832,     1921619.69,        1732,       57361.26,        4878,      447133.80,        0.97,      ,             , ,   4.59,      143622,   7436.3000,    11.87,     1.17,      3879488,   146196580.16,        22951,      658238.20,       -17933,    -1162508.06,       363834,     61860744,      655806.84,     1919263.80,            ,            ,            ,         151.76,         180.20,         155.72
Y9999  ,加權指數     ,2012/08/14,    11010209,   178336747.00,      366292,     7808265.00,      359367,     7498460.00,       13458,      192535.00,       -3812,      153609.00,       -0.03,      ,             ,      513658,    28483214.78,       23093,     1568438.21,       35730,     1878172.65,        5023,      364428.45,        7614,      -54694.03,        1.50,      ,             , ,   4.67,      160553,   7479.2500,    11.22,     0.91,      3876170,   144749935.25,        40694,     1035333.93,       -44012,    -3305702.59,       365485,     61902896,     1035603.93,     1873191.47,            ,            ,            ,         152.68,         179.97,         156.48
Y9999  ,加權指數     ,2012/08/15,    11012345,   178521286.00,      319081,     6937800.00,      305800,     6577049.00,       11455,      180428.00,        2136,      184539.00,        0.02,      ,             ,      518442,    28500301.25,       26657,     1595215.98,       35260,     1915862.35,        3814,      235144.27,        4784,       85426.79,        0.93,      ,             , ,   4.71,      155771,   7467.7400,    10.89,     1.08,      3859963,   144672449.66,        14693,      749923.15,       -30900,     -720686.58,       364763,     61895322,      750432.74,     1916135.27,            ,            ,            ,         152.15,         181.98,         156.28
Y9999  ,加權指數     ,2012/08/16,    11061715,   178767550.00,      412619,     7826081.00,      352657,     7391631.00,       10592,      188156.00,       49370,      246264.00,        0.45,      ,             ,      532103,    29543110.41,       27257,     1289219.69,       43029,     2252985.99,        2111,       92341.89,       13661,      871424.41,        2.64,      ,             , ,   4.81,      195419,   7490.2100,    11.99,     1.10,      3839660,   143782059.58,        36404,     1099568.38,       -56707,    -2735370.13,       364731,     61895551,     1112764.95,     2242743.31,            ,            ,            ,         153.81,         180.07,         157.58
Y9999  ,加權指數     ,2012/08/17,    11063403,   178904091.00,      395950,     7914876.00,      381248,     7578143.00,       14461,      211564.00,        1688,      136541.00,        0.02,      ,             ,      537725,    30206398.85,       24456,     1313641.48,       32444,     1874707.32,        2335,       99359.80,        5622,      461132.05,        1.06,      ,             , ,   4.86,      153246,   7467.9200,    12.65,     0.93,      3724095,   138630261.60,        24565,      611094.58,      -140128,    -5964309.15,       364405,     61943312,      631391.59,     1868324.85,            ,            ,            ,         153.91,         180.38,         157.77
Y9999  ,加權指數     ,2012/08/20,    11079352,   178859828.00,      314637,     6262776.00,      289902,     6168997.00,        8786,      138072.00,       15949,      -44263.00,        0.14,      ,             ,      540161,    30297454.78,       29004,     1449515.46,       34404,     1878548.61,        2961,      143969.45,        2436,      284342.53,        0.45,      ,             , ,   4.88,      105247,   7431.9100,    12.30,     1.29,      3704663,   135961924.51,        31644,      733021.15,       -51076,    -1631104.67,       364420,     61944362,      756765.96,     1883299.50,            ,            ,            ,         152.40,         181.59,         156.67
Y9999  ,加權指數     ,2012/08/21,    11045371,   178876604.00,      338090,     7354469.00,      365134,     7233631.00,        6934,      104068.00,      -33981,       16776.00,       -0.31,      ,             ,      554227,    31238856.38,       26105,     1326187.25,       42458,     2157237.93,        2283,      126503.07,       14066,      703579.43,        2.60,      ,             , ,   5.02,      156782,   7506.8100,    11.56,     1.13,      3716160,   136972282.73,        28581,      723439.19,       -17083,     -766595.30,       369562,     61946337,      727349.02,     2162796.19,            ,            ,            ,         153.32,         181.16,         157.48
Y9999  ,加權指數     ,2012/08/22,    11059646,   179594183.00,      315858,     6374760.00,      290998,     5502587.00,       10585,      154405.00,       14275,      717579.00,        0.13,      ,             ,      563916,    31517077.38,       28130,     1323577.29,       41350,     1784978.64,        3531,      117393.21,        9689,      344008.08,        1.75,      ,             , ,   5.10,      163773,   7496.5800,    11.75,     1.34,      3687748,   135985920.24,        30116,     1017236.63,       -58528,    -2070001.23,       370212,     61966842,     1025450.89,     1786936.29,            ,            ,            ,         154.17,         180.83,         158.19
Y9999  ,加權指數     ,2012/08/23,    11077147,   179990057.00,      347988,     7073845.00,      321037,     6527526.00,        9450,      150335.00,       17501,      395874.00,        0.16,      ,             ,      563682,    29018710.26,       28472,     1601320.47,       39054,     1875175.17,       10816,     2874357.75,        -234,    -2600503.02,       -0.04,      ,             , ,   5.09,      154502,   7505.1700,    12.79,     1.29,      3659748,   135082146.47,        35073,      853810.92,       -63073,    -2085823.90,       372160,     61974399,      880769.45,     1879317.88,            ,            ,            ,         154.66,         181.74,         158.47
Y9999  ,加權指數     ,2012/08/24,    11115455,   180755858.00,      372143,     8689218.00,      326798,     7796930.00,        7029,      126240.00,       38308,      765801.00,        0.35,      ,             ,      558233,    29071096.61,       37253,     2126319.04,       35057,     2379910.25,        3253,      399879.36,       -5449,     -146288.16,       -0.97,      ,             , ,   5.02,      157980,   7477.5300,    12.70,     1.31,      3680904,   136210117.35,        31765,     1414674.33,       -10609,     -724764.10,       372979,     61992538,     1423762.69,     2379029.47,            ,            ,            ,         155.54,         181.14,         159.13
Y9999  ,加權指數     ,2012/08/27,    11149942,   181286181.00,      335360,     7587530.00,      293467,     6926587.00,        7406,      130560.00,       34487,      530323.00,        0.31,      ,             ,      558920,    29185320.07,       31293,     1450462.37,       36368,     1865203.77,        4388,      403761.01,         687,       10980.39,        0.12,      ,             , ,   5.01,      123871,   7468.2200,    12.70,     1.37,      3684511,   136297215.61,        27671,      906084.52,       -24064,     -765657.80,       373993,     61994522,      923949.52,     1865385.59,            ,            ,            ,         155.06,         182.19,         158.85
Y9999  ,加權指數     ,2012/08/28,    11114626,   181147196.00,      338581,     7976715.00,      367030,     7970897.00,        6867,      144711.00,      -35316,     -138985.00,       -0.32,      ,             ,      547778,    28418525.62,       51994,     2742210.53,       42702,     2721029.89,        1850,      144425.87,      -11142,     -165606.46,       -1.99,      ,             , ,   4.93,      110225,   7361.9400,    12.64,     1.70,      3691767,   134389959.50,        26458,      806810.61,       -19202,    -1031491.49,       376551,     61996890,      807883.23,     2712021.09,            ,            ,            ,         151.67,         187.25,         156.51
Y9999  ,加權指數     ,2012/08/29,    11127213,   181745861.00,      253781,     5993564.00,      231824,     5255085.00,        9400,      139995.00,       12587,      598665.00,        0.11,      ,             ,      562748,    28858926.23,       31358,     2070656.11,       49327,     2779684.62,        2999,      123420.10,       14970,      585608.38,        2.73,      ,             , ,   5.06,      126019,   7391.1500,    10.42,     1.73,      3723362,   134933996.71,        32347,     1111119.83,         -752,     -414254.80,       375484,     62018617,     1120353.92,     2744223.59,            ,            ,            ,         152.76,         185.78,         157.35
Y9999  ,加權指數     ,2012/08/30,    11173206,   182934143.00,      313952,     6867035.00,      259284,     5487611.00,        8674,      190802.00,       45993,     1188282.00,        0.41,      ,             ,      562907,    29478430.09,       33714,     1692428.44,       39717,     2314292.33,        5839,      162779.95,         159,      457490.27,        0.03,      ,             , ,   5.04,      142904,   7371.4400,    10.17,     1.30,      3731767,   134009962.61,        57493,     1340859.85,       -49088,    -2688738.75,       378765,     62087418,     1338009.31,     2319785.29,            ,            ,            ,         152.78,         186.24,         157.46
Y9999  ,加權指數     ,2012/08/31,    11176335,   182926605.00,      282461,     6087242.00,      269514,     5943514.00,        9816,      150917.00,        3129,       -7538.00,        0.03,      ,             ,      553293,    29463287.88,       36382,     1947238.67,       32376,     2013911.39,        5608,      180046.47,       -9614,     -113373.79,       -1.71,      ,             , ,   4.95,      118268,   7397.0600,    11.34,     1.41,      3754697,   135049794.94,        37476,     1255543.46,       -14545,     -510060.21,       378665,     62078435,     1250836.84,     2018302.45,            ,            ,            ,         153.27,         185.09,         157.74
