公司代碼,簡稱,年月日,融資餘額(張),融資餘額(千元),融資買進(張),融資買進(千元),融資賣出(張),融資賣出(千元),融資現金償還(張),融資現金償還(千元),融資增減(張),融資增減(千元),融資增減比率,融資使用率,融資限額,融券餘額(張),融券餘額(千元),融券買進(張),融券買進(千元),融券賣出(張),融券賣出(千元),融券現券償還(張),融券現券償還(千元),融券增減(張),融券增減(千元),融券增減比率,融券使用率,融券限額,是否可信用交易(Y),券資比,資券互抵,當日收盤,融資(買+賣)/成交量 %,融券(買+賣)/成交量 %,借券賣出餘額(張),借券賣出餘額(千元),借券賣出(張),借券賣出(千元),借券賣出庫存異動(張),借券賣出庫存異動(千元),借券賣出可使用額度,借券賣出限額,借券賣出(千元)_交易所,融券賣出(千元)_交易所,均價,每股融資成本,每股融券成本,融資維持率,融券維持率,整戶維持率
Y9999  ,加權指數     ,2012/05/31,    11574734,   190345480.00,      327514,     6917076.00,      250698,     5396908.00,       15212,      214536.00,       61603,     1305623.00,        0.54,      ,             ,      617512,    22299609.84,       37881,     2017379.12,       56879,     2555973.36,         978,       33576.07,       18020,      505018.19,        3.01,      ,             , ,   5.33,      209054,   7301.5000,     8.17,     1.34,      3891946,   156964560.96,        86839,     3518576.30,       -27315,     -716923.48,       361249,     61398460,               ,               ,            ,            ,            ,         149.36,         184.19,         153.10
Y9999  ,加權指數     ,2012/06/01,    11585067,   189941005.00,      342315,     7923914.00,      319060,     8124178.00,       12918,      204179.00,       10333,     -404475.00,        0.09,      ,             ,      633455,    21587074.37,       46081,     3188084.51,       63386,     2801347.69,        1362,       70992.30,       15943,     -457729.12,        2.58,      ,             , ,   5.47,      164137,   7106.0900,    11.15,     1.85,      3916213,   156516458.58,        56043,     2502514.18,       -31776,    -1097474.45,       362674,     61398885,     2558834.35,     2806353.68,            ,            ,            ,         144.96,         192.30,         149.77
Y9999  ,加權指數     ,2012/06/04,    11377374,   185503912.00,      296310,     5619302.00,      489516,     9674101.00,       14486,      379318.00,     -207693,    -4437093.00,       -1.79,      ,             ,      646868,    20293033.91,       56666,     3381946.30,       70655,     3423423.68,         576,       23797.63,       13413,       17679.79,        2.12,      ,             , ,   5.69,      106483,   6894.6600,    11.85,     1.92,      3961602,   150942031.89,        51910,     2184666.42,        -6521,     -123741.13,       364944,     61402337,     2219219.78,     3306896.47,            ,            ,            ,         138.98,         198.55,         144.95
Y9999  ,加權指數     ,2012/06/05,    11396243,   185769432.00,      290190,     6040668.00,      257968,     5478501.00,       13351,      296171.00,       18869,      265520.00,        0.17,      ,             ,      690683,    22232537.67,       37327,     1878555.01,       81376,     3250467.13,         234,       21240.61,       43815,     1350671.53,        6.77,      ,             , ,   6.06,      167663,   7000.4500,    10.46,     2.27,      3982381,   154518361.50,        56840,     1610668.34,       -36061,    -1473669.11,       364829,     61722944,     1610340.40,     3243451.67,            ,            ,            ,         142.27,         193.75,         147.82
Y9999  ,加權指數     ,2012/06/06,    11433666,   185673396.00,      300403,     6113160.00,      245963,     5903771.00,       17018,      303878.00,       37423,      -96036.00,        0.33,      ,             ,      522072,    22528367.53,       37265,     1912030.40,       79065,     3427967.30,      210411,     1535647.39,     -168611,      -19710.48,      -24.41,      ,             , ,   4.57,      192294,   7056.1500,    10.51,     2.24,      3999250,   156814087.57,        40651,     1227486.51,       -23782,     -690557.85,       365904,     61722784,     1239278.45,     3391883.65,            ,            ,            ,         144.65,         189.02,         149.53
Y9999  ,加權指數     ,2012/06/07,    11400256,   184867251.00,      297938,     6179619.00,      317803,     6735121.00,       13544,      250422.00,      -33410,     -806145.00,       -0.29,      ,             ,      512324,    23350639.53,       28714,     1570568.58,       47136,     2599113.28,       28150,      302804.20,       -9748,      725002.50,       -1.87,      ,             , ,   4.49,      164283,   7080.3100,    11.85,     1.46,      3985215,   156523493.55,        47673,     2290177.23,       -61708,    -2619234.74,       366774,     61722644,     2297493.74,     2607375.32,            ,            ,            ,         144.21,         190.76,         149.44
Y9999  ,加權指數     ,2012/06/08,    11388732,   184989110.00,      188499,     4427089.00,      189323,     3979478.00,       10697,      323271.00,      -11524,      121859.00,       -0.10,      ,             ,      509257,    23536858.75,       31370,     1672848.37,       40292,     2332402.87,       11989,      115496.48,       -3067,      544057.99,       -0.60,      ,             , ,   4.47,      118198,   6999.6500,     9.48,     1.80,      3966967,   153518285.79,        27792,     1300139.76,       -46040,    -1468529.44,       364286,     61731220,     1308506.58,     2323366.64,            ,            ,            ,         143.26,         191.77,         148.79
Y9999  ,加權指數     ,2012/06/11,    11378544,   185036215.00,      251980,     6133613.00,      253692,     5847686.00,        8477,      238642.00,      -10188,       47105.00,       -0.09,      ,             ,      507672,    23576795.76,       35207,     2221607.85,       35266,     1950636.38,        1637,       26332.74,       -1585,     -297586.02,       -0.31,      ,             , ,   4.46,      144908,   7120.2300,    10.49,     1.46,      3942434,   154625698.35,        21373,     1099398.64,       -45906,    -1638148.14,       360226,     61730824,     1118613.47,     1941205.23,            ,            ,            ,         145.64,         188.49,         150.54
Y9999  ,加權指數     ,2012/06/12,    11374253,   185139850.00,      164038,     3762059.00,      163647,     3556913.00,        4681,      101041.00,       -4291,      103635.00,       -0.04,      ,             ,      503068,    23049487.69,       30111,     1782995.93,       25993,     1489363.09,         486,        8598.24,       -4604,     -302231.11,       -0.91,      ,             , ,   4.42,       98854,   7072.0800,     8.65,     1.48,      3887757,   152904581.00,        25920,     1305714.14,       -80597,    -1736241.77,       356884,     61730644,     1311503.33,     1476614.10,            ,            ,            ,         145.07,         189.46,         150.06
Y9999  ,加權指數     ,2012/06/13,    11377090,   184803756.00,      230179,     4583723.00,      217820,     4728508.00,        9518,      191147.00,        2837,     -336094.00,        0.02,      ,             ,      510988,    23657881.72,       23085,     1277133.47,       31599,     1687079.65,         594,       16468.17,        7920,      393478.01,        1.57,      ,             , ,   4.49,      134284,   7088.8300,    10.83,     1.32,      3875151,   153194800.69,        17541,      634949.79,       -30147,    -1219409.55,       347486,     61730208,      642737.87,     1691857.30,            ,            ,            ,         145.89,         189.03,         150.84
Y9999  ,加權指數     ,2012/06/14,    11378807,   184666511.00,      200805,     4288316.00,      191176,     4263471.00,        7913,      161932.00,        1717,     -137245.00,        0.02,      ,             ,      504581,    23196735.03,       29376,     1735140.18,       23496,     1372253.58,         527,       22869.54,       -6407,     -385756.09,       -1.25,      ,             , ,   4.43,      101787,   7075.1000,    10.09,     1.36,      3865200,   153053627.72,        16784,      594900.97,       -26735,    -1393400.32,       343210,     61750079,      612431.07,     1357515.48,            ,            ,            ,         146.04,         189.42,         150.94
Y9999  ,加權指數     ,2012/06/15,    11356794,   183587436.00,      300450,     6465598.00,      311526,     7385142.00,       10936,      159263.00,      -22013,    -1079075.00,       -0.19,      ,             ,      423812,    21549812.83,       48436,     2878643.23,       36060,     1987885.54,       68393,     1103259.77,      -80769,    -1994017.46,      -16.01,      ,             , ,   3.73,      164565,   7155.8300,     8.93,     1.23,      3840169,   153734150.28,        31958,     1200344.40,       -56989,    -2169891.37,       345955,     61756553,     1207249.40,     2012966.12,            ,            ,            ,         148.32,         184.77,         152.23
Y9999  ,加權指數     ,2012/06/18,    11342011,   182816263.00,      390964,     8762730.00,      398798,     9393302.00,        6948,      140278.00,      -14783,     -771173.00,       -0.13,      ,             ,      405992,    21515259.62,       43017,     2367862.08,       30703,     1771305.83,        5505,      111042.94,      -17820,     -707611.30,       -4.20,      ,             , ,   3.58,      162522,   7281.5000,    12.80,     1.20,      3851469,   157190090.84,        22389,      656591.58,       -11089,    -1092723.68,       346759,     61756462,      673396.78,     1747310.03,            ,            ,            ,         150.77,         181.47,         154.04
Y9999  ,加權指數     ,2012/06/19,    11331966,   182432480.00,      238763,     5658270.00,      237208,     5851509.00,       11600,      190493.00,      -10045,     -383783.00,       -0.09,      ,             ,      403238,    21268186.32,       22615,     1565561.49,       21796,     1502005.13,        1936,      147676.10,       -2754,     -211220.43,       -0.68,      ,             , ,   3.56,      106172,   7273.1300,    11.04,     1.03,      3846426,   156545036.64,        16020,      724640.22,       -21063,    -1420554.63,       345639,     61756412,      723332.89,     1503941.95,            ,            ,            ,         150.28,         182.17,         153.66
Y9999  ,加權指數     ,2012/06/20,    11334401,   182604501.00,      291722,     6893807.00,      280977,     6615443.00,        8310,      106343.00,        2435,      172021.00,        0.02,      ,             ,      412750,    21329064.66,       24666,     1705270.43,       35756,     1772501.39,        1578,       83616.08,        9512,      -16385.11,        2.36,      ,             , ,   3.64,      135218,   7334.6300,    11.16,     1.18,      3778852,   153677520.00,        13845,      795409.65,       -81419,    -4683659.42,       345951,     61757234,      798794.56,     1771932.58,            ,            ,            ,         151.50,         182.26,         154.77
Y9999  ,加權指數     ,2012/06/21,    11340240,   183004077.00,      293382,     6425930.00,      278447,     5859056.00,        9097,      167241.00,        5839,      399576.00,        0.05,      ,             ,      407198,    20178808.42,       38147,     2453212.21,       33632,     1500141.15,        1037,       81014.12,       -5552,    -1034085.18,       -1.35,      ,             , ,   3.59,      143372,   7279.0500,    11.23,     1.41,      3773757,   150982268.85,        20084,      798613.92,       -25179,    -2567898.74,       347314,     61770868,      814699.22,     1505555.13,            ,            ,            ,         150.92,         183.95,         154.25
Y9999  ,加權指數     ,2012/06/22,    11388887,   184145392.00,      244029,     5454963.00,      187212,     4171657.00,        8170,      142033.00,       48647,     1141315.00,        0.43,      ,             ,      398319,    18943497.98,       37739,     2459079.19,       30592,     1475945.13,        1732,       83803.61,       -8879,    -1066937.66,       -2.18,      ,             , ,   3.50,      121245,   7222.0500,     9.96,     1.58,      3772686,   148282241.04,        20134,     1001525.83,       -21205,    -2063113.00,       347269,     61770560,     1017495.94,     1479596.81,            ,            ,            ,         150.85,         184.42,         154.06
Y9999  ,加權指數     ,2012/06/25,    11412771,   184479851.00,      226371,     4971997.00,      194018,     4508100.00,        8469,      129569.00,       23884,      334459.00,        0.21,      ,             ,      394143,    18677688.26,       24432,     1400267.84,       22918,     1200859.96,        2662,       59145.87,       -4176,     -258553.75,       -1.05,      ,             , ,   3.45,       87718,   7166.3800,    10.19,     1.15,      3773992,   146707821.63,        23474,      971315.11,       -22168,    -2624014.37,       347541,     61769505,      997615.78,     1220526.25,            ,            ,            ,         149.94,         187.00,         153.39
Y9999  ,加權指數     ,2012/06/26,    11417259,   185008863.00,      235436,     5756702.00,      220890,     5057615.00,       10059,      170022.00,        4488,      529012.00,        0.04,      ,             ,      392569,    17864146.00,       31760,     2035399.40,       32855,     1646605.32,        2669,      120817.07,       -1574,     -509611.14,       -0.40,      ,             , ,   3.44,      107927,   7137.9300,    10.10,     1.43,      3763501,   143997487.31,        19315,      968657.92,       -29806,    -1830099.35,       345949,     61769976,     1109618.02,     1641741.18,            ,            ,            ,         148.42,         190.22,         152.15
Y9999  ,加權指數     ,2012/06/27,    11390490,   184565179.00,      199917,     4465549.00,      213379,     4713256.00,       13306,      195441.00,      -26769,     -443684.00,       -0.23,      ,             ,      393968,    18396389.19,       30776,     1548112.62,       33535,     2135972.81,        1359,       82408.39,        1399,      505076.74,        0.36,      ,             , ,   3.46,      116641,   7183.0100,     9.68,     1.51,      3742798,   142565795.79,        19179,      736328.58,       -39882,    -2334408.19,       341851,     61789826,      838133.21,     2136451.99,            ,            ,            ,         149.37,         188.68,         153.01
Y9999  ,加權指數     ,2012/06/28,    11392185,   185213508.00,      230522,     5671389.00,      220662,     4878821.00,        8163,      144149.00,        1695,      648329.00,        0.01,      ,             ,      396927,    18803453.15,       24757,     1503992.89,       29668,     2001502.16,        1952,       86277.75,        2959,      411231.50,        0.75,      ,             , ,   3.48,      116662,   7169.6100,    10.26,     1.24,      3728951,   141696268.56,        26391,     1291747.29,       -40238,    -2081637.14,       338797,     61790016,     1366736.75,     2010144.51,            ,            ,            ,         148.70,         190.32,         152.59
Y9999  ,加權指數     ,2012/06/29,    11356002,   184575330.00,      242739,     5241656.00,      267712,     5691210.00,       11210,      188507.00,      -36183,     -638178.00,       -0.32,      ,             ,      401947,    18567878.25,       30199,     2075722.60,       37658,     1885493.86,        2439,       94529.56,        5020,     -284758.31,        1.26,      ,             , ,   3.54,      146445,   7296.2800,    10.22,     1.36,      3696289,   141091881.19,        26781,     1340264.70,       -59443,    -3047672.18,       335160,     61802104,     1347234.02,     1875404.18,            ,            ,            ,         151.18,         187.08,         154.55
Y9999  ,加權指數     ,2012/07/02,    11354601,   184332247.00,      338138,     6384517.00,      330062,     6488502.00,        9476,      138799.00,       -1401,     -243083.00,       -0.01,      ,             ,      395935,    18643061.95,       28416,     1375282.66,       23238,     1281365.76,         834,       31308.59,       -6012,     -125225.54,       -1.50,      ,             , ,   3.49,      130915,   7345.1600,    12.34,     0.95,      3693871,   142760926.58,        31570,     1551181.16,       -33988,    -1449733.51,       339002,     61809354,     1619024.51,     1283655.33,            ,            ,            ,         151.91,         187.74,         155.25
Y9999  ,加權指數     ,2012/07/03,    11324432,   183747671.00,      313831,     6375664.00,      333369,     6781455.00,       10631,      177978.00,      -30169,     -584576.00,       -0.27,      ,             ,      389262,    18319450.81,       31341,     1649516.91,       25696,     1380653.63,        1028,       59286.30,       -6673,     -328149.58,       -1.69,      ,             , ,   3.44,      145369,   7418.3600,    10.93,     0.96,      3699195,   143115378.27,        30800,     1072188.69,       -25475,    -1275277.26,       341893,     61817934,     1153135.51,     1384169.56,            ,            ,            ,         153.24,         186.90,         156.35
Y9999  ,加權指數     ,2012/07/04,    11329324,   183677252.00,      396341,     8122557.00,      379271,     8028727.00,       12177,      164249.00,        4892,      -70419.00,        0.04,      ,             ,      390571,    18671529.97,       29094,     1388768.13,       32431,     1633547.75,        2028,       84464.10,        1309,      160315.51,        0.34,      ,             , ,   3.45,      180254,   7422.5900,    12.15,     0.96,      3705894,   144267872.06,        20296,      795588.76,       -13597,     -749164.46,       345615,     61819624,      817751.50,     1642097.10,            ,            ,            ,         154.43,         185.44,         157.34
Y9999  ,加權指數     ,2012/07/05,    11320420,   185002482.00,      299681,     7769003.00,      296790,     6269771.00,       11784,      173382.00,       -8904,     1325230.00,       -0.08,      ,             ,      400849,    19049557.46,       23850,     1321213.74,       34973,     1728231.06,         845,       34818.66,       10278,      372198.68,        2.63,      ,             , ,   3.54,      123050,   7387.7800,     9.71,     0.96,      3694344,   143275412.99,        20963,     1097801.98,       -32513,    -1023774.02,       348739,     61820174,     1104377.72,     1735958.53,            ,            ,            ,         153.12,         186.75,         156.31
Y9999  ,加權指數     ,2012/07/06,    11288395,   185211790.00,      249300,     7020705.00,      267895,     6601887.00,       13431,      209512.00,      -32025,      209308.00,       -0.28,      ,             ,      377755,    18360801.82,       42790,     2299694.15,       21587,     2015490.82,        1891,       74012.77,      -23094,     -358216.12,       -5.76,      ,             , ,   3.35,       98277,   7368.5900,    10.11,     1.26,      3687225,   142397746.56,        22513,     1827912.66,       -29632,    -1206578.39,       350158,     61820112,     1835187.96,     2010505.15,            ,            ,            ,         151.91,         190.29,         155.42
Y9999  ,加權指數     ,2012/07/09,    11272576,   185808730.00,      188740,     5460648.00,      196040,     4648174.00,        8528,      214883.00,      -15819,      596940.00,       -0.14,      ,             ,      368347,    17456053.26,       29850,     2190469.36,       21050,     1594536.36,         616,       30172.68,       -9408,     -625811.60,       -2.49,      ,             , ,   3.27,       68588,   7309.9600,     8.99,     1.19,      3687086,   141847839.48,        30624,     2191696.02,       -30763,     -929190.42,       350864,     61819866,     2204230.71,     1602123.30,            ,            ,            ,         150.94,         191.85,         154.53
Y9999  ,加權指數     ,2012/07/10,    11236035,   185584796.00,      257047,     6790159.00,      281955,     6803076.00,       11630,      209061.00,      -36541,     -223934.00,       -0.32,      ,             ,      368723,    17330119.92,       33458,     2434690.04,       34535,     2516969.63,         701,       39648.19,         376,       42631.37,        0.10,      ,             , ,   3.28,      116278,   7251.3500,    10.08,     1.27,      3708938,   142206599.42,        35517,     2118347.57,       -13665,     -473914.34,       345879,     61820360,     2127004.45,     2469488.83,            ,            ,            ,         149.24,         194.22,         153.14
Y9999  ,加權指數     ,2012/07/11,    11243014,   186049886.00,      217955,     5329804.00,      202663,     4672990.00,        8272,      191705.00,        6979,      465090.00,        0.06,      ,             ,      365235,    17153319.38,       31025,     2053769.67,       32356,     2114235.92,        4819,      143930.30,       -3488,      -83464.04,       -0.95,      ,             , ,   3.25,      118299,   7257.9100,     8.91,     1.34,      3694166,   141392112.83,        23558,     1691797.37,       -38331,    -1733733.07,       340891,     61830669,     1693778.80,     2110324.22,            ,            ,            ,         150.14,         192.13,         153.78
Y9999  ,加權指數     ,2012/07/12,    11241015,   186577983.00,      240190,     5919025.00,      231148,     5174650.00,       11018,      215622.00,       -1999,      528097.00,       -0.02,      ,             ,      326710,    16750287.53,       47570,     2131540.15,       30347,     2353971.80,       21301,      561009.50,      -38525,     -338799.48,      -10.55,      ,             , ,   2.91,       97057,   7130.9300,     8.97,     1.48,      3694174,   140155348.85,        26550,     1872102.56,       -26542,    -1407012.63,       334841,     61857825,     1922128.37,     2330538.20,            ,            ,            ,         147.99,         192.96,         151.76
Y9999  ,加權指數     ,2012/07/13,    11206876,   185611976.00,      215141,     5136377.00,      237339,     5819929.00,       11943,      281599.00,      -34139,     -966007.00,       -0.30,      ,             ,      315709,    16472748.60,       37375,     2104671.07,       28841,     2090575.87,        2451,       65539.26,      -11001,      -80841.83,       -3.37,      ,             , ,   2.82,       95692,   7104.2700,     9.62,     1.41,      3700226,   138755611.82,        21459,     1522284.78,       -15407,    -1100310.02,       332067,     61860935,     1531326.77,     2064332.35,            ,            ,            ,         146.58,         193.72,         150.50
Y9999  ,加權指數     ,2012/07/16,    11157981,   184778295.00,      192578,     4511993.00,      230172,     5082489.00,       11302,      261418.00,      -48895,     -833681.00,       -0.44,      ,             ,      319573,    17415572.17,       34773,     1855691.84,       41481,     3008740.21,        2844,       73175.64,        3864,     1079872.77,        1.22,      ,             , ,   2.86,      103183,   7090.0400,     9.75,     1.76,      3698597,   137888529.64,        23140,     1740508.51,       -24769,    -1173411.72,       326635,     61862707,     1754979.31,     2997311.51,            ,            ,            ,         145.06,         196.09,         149.51
Y9999  ,加權指數     ,2012/07/17,    11155802,   184420503.00,      249888,     5472799.00,      235601,     5488470.00,       16466,      340241.00,       -2179,     -357792.00,       -0.02,      ,             ,      323325,    17836460.29,       43488,     2757153.41,       49666,     3446419.50,        2426,       56862.53,        3752,      632403.60,        1.17,      ,             , ,   2.90,      144697,   7127.0000,     9.03,     1.73,      3729436,   138803300.18,        44178,     2032107.79,       -13339,     -558202.45,       327044,     61863906,     2046339.23,     3436979.50,            ,            ,            ,         146.37,         192.84,         150.59
Y9999  ,加權指數     ,2012/07/18,    11171601,   184615159.00,      210991,     4344705.00,      183828,     3932177.00,       11363,      216345.00,       15799,      194656.00,        0.14,      ,             ,      333088,    18601281.81,       27325,     1520752.48,       39020,     2271709.56,        1932,       51015.28,        9763,      699941.81,        3.02,      ,             , ,   2.98,      101884,   7049.0500,     8.66,     1.46,      3752716,   139848652.36,        33373,     1813330.14,       -10093,     -574229.45,       325115,     61863449,     1822498.49,     2272455.39,            ,            ,            ,         145.04,         194.63,         149.64
Y9999  ,加權指數     ,2012/07/19,    11177005,   183995820.00,      246352,     4976452.00,      229435,     5386328.00,       11512,      209421.00,        5404,     -619339.00,        0.05,      ,             ,      350493,    19977291.21,       32831,     1621741.05,       51389,     2848983.43,        1153,       39415.38,       17405,     1187827.01,        5.23,      ,             , ,   3.14,      157594,   7148.5700,     9.33,     1.65,      3763047,   141040704.46,        35921,     1213882.85,       -25590,    -1048919.20,       324396,     61868188,     1212984.89,     2843103.78,            ,            ,            ,         146.95,         191.05,         151.35
Y9999  ,加權指數     ,2012/07/20,    11167031,   183638320.00,      184364,     3769718.00,      182487,     3916226.00,       11851,      210228.00,       -9974,     -357500.00,       -0.09,      ,             ,      356487,    20393569.57,       26148,     1360389.11,       33866,     1758557.33,        1724,       98899.66,        5994,      299268.51,        1.71,      ,             , ,   3.19,       99300,   7164.6800,     9.56,     1.56,      3777169,   141653358.70,        33624,     1200662.41,       -19502,     -987418.23,       324063,     61869138,     1202881.90,     1757593.82,            ,            ,            ,         147.31,         189.93,         151.64
Y9999  ,加權指數     ,2012/07/23,    11144178,   183490115.00,      203823,     4335935.00,      215968,     4227821.00,       10708,      254810.00,      -22853,     -148205.00,       -0.20,      ,             ,      347062,    19512432.40,       44851,     2419948.44,       36270,     2046040.93,         844,       39310.05,       -9425,     -413217.54,       -2.64,      ,             , ,   3.11,       73956,   7028.7300,     9.67,     1.87,      3761066,   138408118.50,        34735,     1971125.62,       -50838,    -2241162.52,       323464,     61871082,     2016334.20,     2038372.15,            ,            ,            ,         144.30,         194.22,         149.17
Y9999  ,加權指數     ,2012/07/24,    11100420,   182870715.00,      215906,     4195714.00,      233213,     4409134.00,       12446,      330635.00,      -43758,     -619400.00,       -0.39,      ,             ,      343390,    19139871.41,       43300,     2218923.14,       42220,     2218835.75,        2592,      218263.36,       -3672,     -218350.72,       -1.06,      ,             , ,   3.09,      150412,   7008.3500,     9.60,     1.83,      3779104,   137631235.48,        36566,     1205300.25,       -18528,     -818306.52,       325986,     61871101,     1274088.76,     2214403.96,            ,            ,            ,         144.17,         193.58,         148.95
Y9999  ,加權指數     ,2012/07/25,    11120991,   182983319.00,      210549,     4398877.00,      180893,     4054171.00,        9085,      229531.00,       20571,      112604.00,        0.19,      ,             ,      358046,    19211653.35,       33842,     2065157.03,       50430,     2392486.25,        1932,      222293.24,       14656,      105036.01,        4.27,      ,             , ,   3.22,      155263,   6979.1300,     7.81,     1.68,      3798678,   138366587.39,        38137,     1577479.83,       -18563,     -548204.18,       328094,     61837718,     1647738.79,     2400429.90,            ,            ,            ,         143.53,         194.14,         148.43
Y9999  ,加權指數     ,2012/07/26,    11143127,   183149928.00,      253010,     4784448.00,      216331,     4341638.00,       14528,      274705.00,       22136,      166609.00,        0.20,      ,             ,      382989,    20252500.75,       26939,     1351451.51,       53547,     2509320.43,        1665,      134774.97,       24943,     1023093.93,        6.97,      ,             , ,   3.44,      161123,   6970.6900,     9.40,     1.61,      3824039,   138478175.24,        33028,     1122133.31,        -7668,     -380568.78,       330783,     61838308,     1157324.26,     2511184.77,            ,            ,            ,         143.83,         194.22,         148.91
Y9999  ,加權指數     ,2012/07/27,    11134519,   182505081.00,      290701,     5881002.00,      287153,     6327901.00,       12156,      197923.00,       -8608,     -644847.00,       -0.08,      ,             ,      401535,    21122223.77,       32963,     2055959.94,       52689,     2673557.69,        1180,       65342.75,       18546,      552255.01,        4.84,      ,             , ,   3.61,      163790,   7124.4900,    10.11,     1.50,      3840848,   140861711.05,        41589,     1320852.84,       -24782,     -811961.46,       326493,     61839100,     1341848.13,     2672469.73,            ,            ,            ,         146.48,         189.66,         151.05
Y9999  ,加權指數     ,2012/07/30,    11147642,   182536311.00,      321430,     6089579.00,      299671,     5929050.00,        8637,      129214.00,       13123,       31230.00,        0.12,      ,             ,      420598,    21906302.13,       26039,     1580446.10,       47246,     2182790.19,        2144,       77549.98,       19063,      524794.13,        4.75,      ,             , ,   3.77,      143976,   7158.8800,    11.63,     1.37,      3815105,   140881492.56,        24438,     1015423.34,       -50181,    -2141287.89,       324804,     61842727,     1017224.16,     2184436.78,            ,            ,            ,         146.90,         188.73,         151.44
Y9999  ,加權指數     ,2012/07/31,    11127141,   181985306.00,      294438,     5543003.00,      298647,     5863105.00,       16292,      230686.00,      -20501,     -551005.00,       -0.18,      ,             ,      422304,    22390806.19,       46052,     2030362.47,       49676,     2600631.92,        1918,       61971.76,        1706,      508297.70,        0.41,      ,             , ,   3.80,      167827,   7270.4900,     9.42,     1.52,      3804306,   141230228.31,        37399,     1524019.18,       -48198,    -1543250.32,       330490,     61842873,     1525040.37,     2613021.19,            ,            ,            ,         148.35,         186.67,         152.64
Y9999  ,加權指數     ,2012/08/01,    11160332,   182763264.00,      328564,     8051657.00,      288295,     7126558.00,        7073,      146684.00,       33191,      777958.00,        0.30,      ,             ,      419516,    23000327.65,       40117,     2591381.91,       39740,     2759427.61,        2409,       86465.12,       -2788,       81307.73,       -0.66,      ,             , ,   3.76,      176043,   7267.9600,    10.11,     1.31,      3832657,   143748227.30,        46768,     1838043.49,       -18417,     -689237.32,       331929,     61844387,     1851799.39,     2762067.14,            ,            ,            ,         149.11,         183.43,         153.02
Y9999  ,加權指數     ,2012/08/03,    11182513,   182991079.00,      311793,     6903423.00,      278393,     6463977.00,       12072,      254690.00,       22181,      227815.00,        0.20,      ,             ,      446115,    23167756.40,       44040,     3032740.76,       73797,     3326380.10,        3158,      187401.98,       26599,      106237.36,        6.34,      ,             , ,   3.99,      132330,   7217.5100,    10.01,     2.00,      3830220,   142768036.10,        44215,     2001024.61,       -46652,    -1506533.52,       334396,     61842925,     2008998.35,     3325155.31,            ,            ,            ,         147.98,         183.94,         152.09
Y9999  ,加權指數     ,2012/08/06,    11141175,   181630512.00,      328295,     7005978.00,      355147,     7883370.00,       14493,      479436.00,      -41338,    -1360567.00,       -0.37,      ,             ,      456301,    23795667.92,       43467,     1963136.42,       58770,     2726070.63,        5117,      183049.61,       10186,      579884.54,        2.28,      ,             , ,   4.10,      138365,   7286.3300,    11.09,     1.66,      3830844,   143687547.25,        26381,     1107370.50,       -25757,     -732517.26,       339061,     61853686,     1111255.88,     2725343.47,            ,            ,            ,         147.91,         185.99,         152.36
Y9999  ,加權指數     ,2012/08/07,    11106252,   180234403.00,      280577,     5246411.00,      301303,     6142224.00,       12466,      481063.00,      -34923,    -1396109.00,       -0.31,      ,             ,      468888,    24450294.50,       32780,     1443874.26,       48976,     2426705.98,        3609,       88185.29,       12587,      894646.40,        2.76,      ,             , ,   4.22,      128901,   7295.4600,    10.40,     1.46,      3832793,   142288866.10,        25040,     1204060.63,       -23091,    -1190512.71,       342875,     61854703,     1204430.61,     2423979.86,            ,            ,            ,         147.33,         186.01,         152.02
Y9999  ,加權指數     ,2012/08/08,    11058919,   179104410.00,      343761,     7450199.00,      378700,     8217075.00,       12363,      362573.00,      -47333,    -1129993.00,       -0.43,      ,             ,      491357,    25832958.04,       37739,     1995376.97,       63361,     3114599.95,        3153,       84167.79,       22469,     1035055.18,        4.79,      ,             , ,   4.44,      199097,   7319.8000,    10.34,     1.45,      3855460,   143519478.43,        39864,     1438463.38,       -17197,    -1056784.51,       348782,     61844296,     1434169.62,     3075188.77,            ,            ,            ,         148.29,         184.26,         152.87
Y9999  ,加權指數     ,2012/08/09,    11011184,   177599029.00,      416095,     8400234.00,      452684,     9671785.00,       11145,      233712.00,      -47735,    -1505381.00,       -0.43,      ,             ,      497411,    27172593.22,       46745,     2109999.50,       55798,     3317216.14,        2999,      121287.17,        6054,     1085929.46,        1.23,      ,             , ,   4.52,      214519,   7433.7000,    10.69,     1.26,      3858935,   144839447.62,        36069,     1123226.10,       -32593,    -1535999.02,       358180,     61858598,     1116744.68,     3307053.81,            ,            ,            ,         150.97,         181.63,         155.11
Y9999  ,加權指數     ,2012/08/10,    11019361,   178011008.00,      404013,     9752734.00,      381149,     9041467.00,       14687,      299548.00,        8177,      411979.00,        0.07,      ,             ,      501166,    27820688.43,       35816,     2071842.25,       42122,     2370091.13,        2551,       91693.58,        3755,      206555.32,        0.75,      ,             , ,   4.55,      164101,   7441.1200,    12.14,     1.20,      3874470,   146624541.74,        30277,     1215611.73,       -14742,     -520645.04,       363028,     61858096,     1212517.95,     2335755.79,            ,            ,            ,         151.46,         181.09,         155.50
