,Date,DailyReturn,AccReturn
4027,2016-10-20,7.923691769912752e-05,0.42664033052755146
4028,2016-10-21,-0.003949513197071888,0.4249553089117298
4029,2016-10-24,-0.0015741978772359838,0.42428634516652075
4030,2016-10-25,0.005568427702181953,0.42664895300460354
4031,2016-10-26,-0.007932183102650382,0.42326469538881695
4032,2016-10-27,-0.008760422680947982,0.4195567177512882
4033,2016-10-28,0.010795254105862484,0.424085939131235
4034,2016-10-31,-0.008222710712382201,0.4205988031365699
4035,2016-11-01,-0.009045980770196884,0.41679407445142863
4036,2016-11-02,0.006130437643831739,0.4193492045351717
4037,2016-11-03,0.008001541450976127,0.4227046445776938
4038,2016-11-04,-0.012544043116696709,0.41740221929048327
4039,2016-11-07,0.01308209537273565,0.4228627149320329
4040,2016-11-08,0.009428841639687225,0.42684982050645526
4041,2016-11-09,0.01968794134224564,0.43525361473453444
4042,2016-11-10,-0.02437240405544313,0.4246454377696322
4043,2016-11-11,-0.004777285684566233,0.42261678519875895
4044,2016-11-14,-0.00466571745565625,0.4206449746870038
4045,2016-11-15,-0.004834844719988369,0.4186112215521487
4046,2016-11-16,-0.00633719225494051,0.4159584017610972
4047,2016-11-17,-0.002910844587605892,0.41474761149866174
4048,2016-11-18,-0.01031212835793599,0.4104706808927402
4049,2016-11-21,-0.0014046887229778493,0.4098940973561771
4050,2016-11-22,0.004116823966631305,0.41158155919995376
4051,2016-11-23,0.002229843383312784,0.4124993216164293
4052,2016-11-24,-0.008719708645360655,0.40890244771552514
4053,2016-11-25,-0.00513798182884124,0.40680151436939405
4054,2016-11-28,0.009963677368653254,0.4108547534116503
4055,2016-11-29,-0.00880656417006919,0.4072365346611526
4056,2016-11-30,0.0018360626886567257,0.40798424646790177
4057,2016-12-01,0.0019173386607225632,0.40876649043662044
4058,2016-12-02,-0.003278949803073964,0.40742616563330003
4059,2016-12-05,-0.0019759456974115597,0.40662111365430403
4060,2016-12-06,0.008251436655048093,0.40997632201622763
4061,2016-12-07,-0.0044365713814790405,0.4081574327988864
4062,2016-12-08,-0.0060792271031203365,0.40567615107107535
4063,2016-12-09,9.353633575258065e-05,0.4057140965317488
4064,2016-12-12,-0.001860325237516852,0.4049593363587544
4065,2016-12-13,0.001295939810375036,0.4054841392843248
4066,2016-12-14,-0.021114517943735645,0.3969225371495057
4067,2016-12-15,-0.009013767353274284,0.3933447697423687
4068,2016-12-16,-0.01618499892227221,0.3869784850680071
